"","X","Site","Quad","Species","trackID","Year","basalArea_genet","recruit","survives_tplus1","age","size_tplus1","nearEdge","Suspect","Treatment","Pasture","logsize"
"2832",6484,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_294",2002,2.50000000000003e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2833",6485,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_295",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2834",6486,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_296",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2835",6487,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_297",2002,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2836",6488,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_298",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2837",6489,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_299",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2838",6490,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_3",2002,0.000788225601596007,1,1,0,5.08100010998688e-05,TRUE,TRUE,"unun","24",-7.14572621263977
"2839",6491,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_3",2003,5.08100010998688e-05,0,1,1,0.000119740034094506,TRUE,FALSE,"unun","24",-9.88741735071194
"2840",6492,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_3",2004,0.000119740034094506,0,0,2,NA,TRUE,FALSE,"unun","24",-9.03018754772929
"2841",6493,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_30",2002,0.000471578177856522,1,1,0,0.000142664985261795,FALSE,FALSE,"unun","24",-7.65942566294053
"2842",6494,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_30",2004,0.000142664985261795,0,0,1,NA,FALSE,FALSE,"unun","24",-8.8550114366682
"2843",6495,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_300",2002,2.50000000000003e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2844",6496,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_301",2002,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2845",6497,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_302",2002,2.50000000000002e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2846",6498,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_303",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2847",6499,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_304",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2848",6500,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_305",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2849",6501,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_306",2002,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2850",6502,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_307",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2851",6503,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_308",2002,2.50000000000001e-05,1,1,0,5e-05,FALSE,FALSE,"unun","24",-10.5966347330961
"2852",6504,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_308",2003,5e-05,0,1,1,5.00000000000001e-05,FALSE,FALSE,"unun","24",-9.90348755253613
"2853",6505,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_308",2004,5.00000000000001e-05,0,0,2,NA,FALSE,FALSE,"unun","24",-9.90348755253613
"2854",6506,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_309",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2855",6507,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_31",2002,0.000315745991816793,1,0,0,NA,FALSE,FALSE,"unun","24",-8.06057249098117
"2856",6508,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_310",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2857",6509,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_311",2002,2.50000000000003e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2858",6510,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_312",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2859",6511,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_313",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2860",6512,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_314",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2861",6513,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_315",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2862",6514,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_316",2002,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2863",6515,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_317",2002,2.50000000000003e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2864",6516,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_318",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2865",6517,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_319",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2866",6518,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_32",2002,0.000419699933802568,1,0,0,NA,FALSE,FALSE,"unun","24",-7.77597054535034
"2867",6519,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_320",2002,2.50000000000003e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2868",6520,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_321",2002,2.50000000000003e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2869",6521,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_322",2002,2.49999999999998e-05,1,1,0,2.50000000000001e-05,FALSE,FALSE,"unun","24",-10.5966347330961
"2870",6522,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_322",2004,2.50000000000001e-05,0,0,1,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2871",6523,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_323",2002,2.5e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2872",6524,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_324",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2873",6525,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_325",2002,2.50000000000003e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2874",6526,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_326",2002,2.50000000000001e-05,1,1,0,0.000388270098977921,FALSE,FALSE,"unun","24",-10.5966347330961
"2875",6527,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_326",2003,0.000388270098977921,0,0,1,NA,FALSE,FALSE,"unun","24",-7.85380932914167
"2876",6528,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_327",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2877",6529,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_328",2002,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2878",6530,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_329",2002,2.50000000000003e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2879",6531,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_33",2002,0.000158728917832854,1,0,0,NA,TRUE,FALSE,"unun","24",-8.7483127300632
"2880",6532,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_330",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2881",6533,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_331",2002,2.50000000000003e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2882",6534,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_332",2002,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2883",6535,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_333",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2884",6536,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_334",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2885",6537,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_335",2002,2.50000000000001e-05,1,1,0,0.00119528985665296,FALSE,FALSE,"unun","24",-10.5966347330961
"2886",6538,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_335",2003,0.00119528985665296,0,0,1,NA,FALSE,FALSE,"unun","24",-6.72936656514248
"2887",6539,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_336",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2888",6540,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_337",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2889",6541,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_338",2002,2.49999999999994e-05,1,1,0,0.000203080025404595,FALSE,FALSE,"unun","24",-10.5966347330961
"2890",6542,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_338",2003,0.000203080025404595,0,0,1,NA,FALSE,FALSE,"unun","24",-8.5019104427886
"2891",6543,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_339",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2892",6544,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_34",2002,0.000113636055944594,1,1,0,0.00074060005746358,FALSE,FALSE,"unun","24",-9.08250970815753
"2893",6545,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_34",2003,0.00074060005746358,0,0,1,NA,FALSE,FALSE,"unun","24",-7.20804981189419
"2894",6546,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_340",2002,2.49999999999998e-05,1,1,0,0.000511935021269764,FALSE,FALSE,"unun","24",-10.5966347330961
"2895",6547,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_340",2003,0.000511935021269764,0,0,1,NA,FALSE,FALSE,"unun","24",-7.57731285256121
"2896",6548,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_341",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2897",6549,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_342",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2898",6550,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_343",2002,2.49999999999998e-05,1,0,0,NA,TRUE,FALSE,"unun","24",-10.5966347330961
"2899",6551,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_344",2002,2.5e-05,1,0,0,NA,TRUE,FALSE,"unun","24",-10.5966347330961
"2900",6552,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_345",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2901",6553,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_346",2002,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2902",6554,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_347",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2903",6555,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_348",2002,2.5e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2904",6556,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_349",2002,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2905",6557,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_35",2002,0.000747884571138149,1,0,0,NA,FALSE,FALSE,"unun","24",-7.19826190855807
"2906",6558,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_350",2002,2.5e-05,1,1,0,0.000231861358270471,FALSE,FALSE,"unun","24",-10.5966347330961
"2907",6559,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_350",2004,0.000231861358270471,0,0,1,NA,FALSE,FALSE,"unun","24",-8.36937095858999
"2908",6560,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_351",2002,2.50000000000001e-05,1,1,0,0.00168085987315121,FALSE,FALSE,"unun","24",-10.5966347330961
"2909",6561,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_351",2003,0.00168085987315121,0,0,1,NA,FALSE,FALSE,"unun","24",-6.38844978725022
"2910",6562,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_352",2002,2.49999999999998e-05,1,0,0,NA,TRUE,FALSE,"unun","24",-10.5966347330961
"2911",6563,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_353",2002,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2912",6564,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_354",2002,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2913",6565,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_355",2002,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2914",6566,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_356",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2915",6567,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_357",2002,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2916",6568,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_358",2002,2.49999999999998e-05,1,0,0,NA,TRUE,FALSE,"unun","24",-10.5966347330961
"2917",6569,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_359",2002,2.49999999999998e-05,1,1,0,4.99999999999997e-05,FALSE,FALSE,"unun","24",-10.5966347330961
"2918",6570,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_359",2003,4.99999999999997e-05,0,0,1,NA,FALSE,FALSE,"unun","24",-9.90348755253613
"2919",6571,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_36",2002,0.00136772818327657,1,0,0,NA,FALSE,FALSE,"unun","24",-6.59460417595979
"2920",6572,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_360",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2921",6573,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_361",2002,2.5e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2922",6574,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_362",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2923",6575,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_363",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2924",6576,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_364",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2925",6577,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_365",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2926",6578,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_366",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2927",6579,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_367",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2928",6580,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_368",2002,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2929",6581,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_369",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2930",6582,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_37",2002,0.000583063245196047,1,1,0,0.00288709999847683,TRUE,FALSE,"unun","24",-7.44721489517158
"2931",6583,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_37",2003,0.00288709999847683,0,0,1,NA,TRUE,FALSE,"unun","24",-5.84750274139624
"2932",6584,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_370",2002,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2933",6585,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_371",2002,2.49999999999998e-05,1,0,0,NA,TRUE,FALSE,"unun","24",-10.5966347330961
"2934",6586,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_372",2002,2.5e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2935",6587,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_373",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2936",6588,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_374",2002,2.50000000000001e-05,1,1,0,0.00142141753819937,FALSE,FALSE,"unun","24",-10.5966347330961
"2937",6589,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_374",2004,0.00142141753819937,0,0,1,NA,FALSE,FALSE,"unun","24",-6.55610063896787
"2938",6590,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_375",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2939",6591,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_376",2002,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2940",6592,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_377",2002,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2941",6593,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_378",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2942",6594,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_379",2002,2.49999999999998e-05,1,1,0,2.49999999999998e-05,TRUE,FALSE,"unun","24",-10.5966347330961
"2943",6595,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_379",2003,2.49999999999998e-05,0,0,1,NA,TRUE,FALSE,"unun","24",-10.5966347330961
"2944",6596,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_38",2002,0.000327530620689712,1,0,0,NA,FALSE,FALSE,"unun","24",-8.02392900897046
"2945",6597,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_380",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2946",6598,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_381",2002,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2947",6599,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_382",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2948",6600,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_383",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2949",6601,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_384",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2950",6602,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_385",2002,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2951",6603,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_386",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2952",6604,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_387",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2953",6605,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_388",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2954",6606,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_389",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2955",6607,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_39",2002,0.000332270776281725,1,1,0,2.49999999999994e-05,FALSE,TRUE,"unun","24",-8.00956033025155
"2956",6608,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_39",2003,2.49999999999994e-05,0,1,1,0.000547660088864216,FALSE,FALSE,"unun","24",-10.5966347330961
"2957",6609,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_39",2005,0.000547660088864216,0,0,2,NA,FALSE,FALSE,"unun","24",-7.5098557392621
"2958",6610,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_390",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2959",6611,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_391",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2960",6612,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_392",2002,2.5e-05,1,0,0,NA,TRUE,FALSE,"unun","24",-10.5966347330961
"2961",6613,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_393",2002,2.50000000000003e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2962",6614,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_394",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2963",6615,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_395",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2964",6616,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_396",2002,2.5e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2965",6617,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_397",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2966",6618,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_398",2002,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2967",6619,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_399",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2968",6620,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_4",2002,0.000305409881408699,1,0,0,NA,TRUE,FALSE,"unun","24",-8.09385581007548
"2969",6621,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_40",2002,7.54754668818485e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-9.49170289647665
"2970",6622,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_400",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2971",6623,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_401",2002,2.5e-05,1,0,0,NA,TRUE,FALSE,"unun","24",-10.5966347330961
"2972",6624,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_402",2002,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2973",6625,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_403",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2974",6626,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_404",2002,2.5e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2975",6627,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_405",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2976",6628,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_406",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2977",6629,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_407",2002,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2978",6630,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_408",2002,2.50000000000001e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2979",6631,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_409",2002,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2980",6632,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_41",2002,0.000248791546341907,1,0,0,NA,FALSE,FALSE,"unun","24",-8.29889517540196
"2981",6633,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_410",2002,2.50000000000003e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2982",6634,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_411",2002,2.5e-05,1,0,0,NA,TRUE,FALSE,"unun","24",-10.5966347330961
"2983",6635,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_412",2002,2.50000000000001e-05,1,1,0,0.000443645009924757,FALSE,FALSE,"unun","24",-10.5966347330961
"2984",6636,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_412",2003,0.000443645009924757,0,0,1,NA,FALSE,FALSE,"unun","24",-7.72048584252088
"2985",6637,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_413",2002,2.4999999999999e-05,1,1,0,0.00109971249439247,TRUE,FALSE,"unun","24",-10.5966347330961
"2986",6638,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_413",2004,0.00109971249439247,0,0,1,NA,TRUE,FALSE,"unun","24",-6.81270650207469
"2987",6639,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_414",2002,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2988",6640,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_415",2002,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2989",6641,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_416",2002,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
"2990",6642,"CO","unun_24","Bouteloua gracilis","BOUGRA_2002_417",2002,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"unun","24",-10.5966347330961
